user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,status,raw_timestamp,email,username,price,store_id
U1187,2024-05-27,West,Toys,1016.1,Delhi,29,Premium,Pending,2024-05-27,u1187@mail.com,user_187,1853.36,ST10
U1471,2024-06-09,East,Electronics,3033.94,Mumbai,25,Basic,Pending,2024-06-09T00:00:00,u1471@mail.com,user_471,1761.14,ST3
U1194,2024-02-12,East,Clothing,4086.3,Kolkata,33,Basic,Pending,12/02/2024,u1194@mail.com,user_194,838.66,ST9
U1536,2024-04-01,East,Clothing,4156.95,Pune,16,Premium,Pending,2024-04-01,u1536@mail.com,user_536,1484.78,ST6
U1031,2024-06-18,West,Grocery,2584.9,Chennai,25,Basic,Pending,18/06/2024,u1031@mail.com,user_31,2257.0,ST3
U1067,2024-05-06,West,Clothing,2561.23,Bangalore,42,Premium,,2024-05-06 00:00:00,u1067@mail.com,user_67,1259.44,ST3
U1198,2024-05-06,North,Grocery,4158.88,Delhi,33,Premium,,2024-05-06T00:00:00,u1198@mail.com,user_198,,ST8
U1305,2024-04-26,West,Electronics,4904.89,Delhi,37,Basic,Pending,26/04/2024,u1305@mail.com,user_305,2699.77,ST2
U1580,2024-02-21,East,Electronics,1773.6,Chennai,37,Basic,Pending,2024-02-21T00:00:00,u1580@mail.com,user_580,1390.19,ST1
U1478,2024-02-13,West,Electronics,4628.74,Hyderabad,42,Basic,Pending,13/02/2024,u1478@mail.com,user_478,1096.73,ST7
U1219,2024-01-28,East,Electronics,905.44,Delhi,28,Premium,Pending,28/01/2024,u1219@mail.com,user_219,316.74,ST5
U1486,2024-04-25,North,Furniture,2268.53,Mumbai,20,Basic,Inactive,2024-04-25,u1486@mail.com,user_486,2303.83,ST10
U1590,2024-06-08,North,Furniture,2310.64,Delhi,26,Basic,Pending,2024-06-08T00:00:00,u1590@mail.com,user_590,1953.8,ST6
U1311,2024-04-06,South,Clothing,631.99,Mumbai,42,Basic,Inactive,2024-04-06 00:00:00,u1311@mail.com,user_311,2639.37,ST9
U1515,2024-03-21,South,Clothing,1646.16,Ahmedabad,39,Premium,,2024-03-21 00:00:00,u1515@mail.com,,1437.23,ST3
U1016,2024-04-18,East,Grocery,2366.88,Pune,17,Basic,Active,2024-04-18 00:00:00,u1016@mail.com,user_16,,ST2
U1320,2024-04-02,East,Electronics,4880.66,Mumbai,23,Basic,Pending,2024-04-02,u1320@mail.com,user_320,,ST2
U1428,2024-01-09,West,Electronics,2899.59,Mumbai,29,Premium,,09/01/2024,u1428@mail.com,,,ST7
U1289,2024-02-25,South,Toys,4136.07,Ahmedabad,15,Premium,Pending,2024-02-25,u1289@mail.com,user_289,769.29,ST1
U1458,2024-03-31,North,Furniture,4785.45,Bangalore,20,Basic,Inactive,31/03/2024,u1458@mail.com,user_458,502.78,ST4
U1569,2024-05-06,East,Toys,1049.47,Chennai,36,Premium,Active,06/05/2024,u1569@mail.com,user_569,2573.66,ST9
U1469,2024-04-21,North,Furniture,4873.87,Kolkata,26,Premium,Pending,21/04/2024,u1469@mail.com,user_469,2095.18,ST6
U1236,2024-03-27,South,Electronics,2213.48,Chennai,34,Basic,Inactive,2024-03-27 00:00:00,u1236@mail.com,user_236,2106.73,ST9
U1136,2024-03-19,West,Toys,2425.49,Ahmedabad,40,Premium,Active,2024-03-19,u1136@mail.com,user_136,2531.44,ST3
U1270,2024-01-29,East,Electronics,4909.69,Kolkata,18,Basic,,2024-01-29,u1270@mail.com,user_270,135.01,ST3
U1493,2024-02-23,North,Electronics,3292.53,Delhi,40,Basic,,2024-02-23T00:00:00,u1493@mail.com,user_493,1387.02,ST9
U1429,2024-03-09,East,Grocery,4532.63,Bangalore,31,Basic,,2024-03-09,u1429@mail.com,user_429,256.79,ST4
U1563,2024-05-24,West,Grocery,539.6,Chennai,41,Premium,Pending,2024-05-24,u1563@mail.com,user_563,2657.6,ST6
U1245,2024-02-06,South,Electronics,2039.38,Pune,37,Premium,Active,2024-02-06,u1245@mail.com,user_245,,ST5
U1519,2024-01-21,South,Furniture,2324.87,Hyderabad,34,Premium,Pending,2024-01-21 00:00:00,u1519@mail.com,user_519,2208.06,ST10
U1109,2024-02-07,East,Electronics,1505.71,Kolkata,37,Premium,,2024-02-07,u1109@mail.com,user_109,,ST4
U1581,2024-05-06,East,Electronics,3229.96,Chennai,29,Premium,Inactive,2024-05-06,u1581@mail.com,user_581,2233.24,ST4
U1272,2024-02-27,North,Toys,2663.21,Chennai,18,Basic,Inactive,2024-02-27,u1272@mail.com,user_272,2525.15,ST9
U1105,2024-06-26,East,Furniture,314.09,Delhi,38,Premium,,2024-06-26T00:00:00,u1105@mail.com,user_105,755.55,ST8
U1405,2024-03-13,North,Toys,2915.92,Bangalore,27,Premium,Pending,2024-03-13 00:00:00,u1405@mail.com,user_405,1269.65,ST10
U1351,2024-03-30,North,Furniture,1449.09,Kolkata,44,Premium,Active,30/03/2024,u1351@mail.com,user_351,1389.53,ST9
U1457,2024-05-20,South,Furniture,1590.0,Mumbai,40,Basic,Inactive,2024-05-20T00:00:00,u1457@mail.com,user_457,2544.27,ST3
U1549,2024-05-12,South,Grocery,2963.09,Chennai,29,Basic,,12/05/2024,u1549@mail.com,user_549,431.69,ST9
U1228,2024-05-25,East,Toys,4747.01,Kolkata,40,Basic,Pending,25/05/2024,u1228@mail.com,user_228,695.49,ST9
U1026,2024-06-23,East,Electronics,1833.03,Bangalore,42,Basic,Inactive,23/06/2024,u1026@mail.com,user_26,2650.18,ST1
U1137,2024-06-23,East,Electronics,2905.59,Chennai,21,Premium,,2024-06-23T00:00:00,u1137@mail.com,user_137,1530.37,ST10
U1050,2024-06-28,South,Grocery,1602.45,Mumbai,38,Premium,Pending,2024-06-28 00:00:00,u1050@mail.com,user_50,615.05,ST8
U1584,2024-06-22,East,Furniture,3308.86,Pune,25,Premium,Pending,2024-06-22,u1584@mail.com,user_584,2826.43,ST10
U1242,2024-02-19,East,Electronics,2174.54,Ahmedabad,28,Premium,Inactive,2024-02-19T00:00:00,u1242@mail.com,user_242,306.73,ST9
U1175,2024-04-23,North,Grocery,600.93,Mumbai,28,Basic,,2024-04-23 00:00:00,,user_175,1814.23,ST6
U1047,2024-03-12,South,Clothing,3777.33,Bangalore,36,Basic,Pending,2024-03-12 00:00:00,u1047@mail.com,user_47,1096.73,ST5
U1281,2024-03-21,East,Clothing,1127.59,Chennai,36,Basic,Inactive,21/03/2024,u1281@mail.com,user_281,390.45,ST6
U1204,2024-02-25,West,Electronics,786.06,Mumbai,38,Basic,Pending,2024-02-25,u1204@mail.com,user_204,298.53,ST9
U1448,2024-04-10,South,Electronics,2316.96,Mumbai,32,Premium,,10/04/2024,u1448@mail.com,user_448,317.65,ST8
U1555,2024-05-18,West,Toys,2656.59,Chennai,31,Premium,Active,18/05/2024,u1555@mail.com,user_555,2497.59,ST10
U1084,2024-02-14,North,Electronics,721.12,Delhi,18,Premium,,2024-02-14,u1084@mail.com,user_84,1536.32,ST10
U1119,2024-06-14,North,Grocery,1975.99,Bangalore,34,Premium,,2024-06-14T00:00:00,u1119@mail.com,user_119,1611.91,ST7
U1468,2024-04-16,East,Furniture,4543.29,Chennai,15,Premium,Pending,2024-04-16,u1468@mail.com,,1764.14,ST10
U1167,2024-03-11,North,Electronics,2560.86,Chennai,28,Premium,Active,2024-03-11 00:00:00,u1167@mail.com,user_167,794.63,ST6
U1551,2024-04-05,North,Grocery,1585.97,Bangalore,40,Premium,Inactive,2024-04-05,,user_551,685.97,ST8
U1190,2024-06-07,West,Grocery,4764.03,Bangalore,21,Basic,,2024-06-07,u1190@mail.com,user_190,1491.66,ST2
U1564,2024-06-11,North,Furniture,1437.76,Chennai,25,Basic,Inactive,2024-06-11,u1564@mail.com,user_564,444.49,ST1
U1516,2024-06-29,South,Furniture,668.52,Pune,30,Premium,,2024-06-29T00:00:00,u1516@mail.com,user_516,381.85,ST3
U1093,2024-01-30,North,Furniture,643.36,Chennai,33,Basic,Pending,2024-01-30 00:00:00,u1093@mail.com,user_93,,ST4
U1262,2024-03-28,South,Grocery,3775.57,Mumbai,44,Basic,Active,28/03/2024,u1262@mail.com,user_262,114.64,ST9
U1139,2024-06-05,South,Clothing,4790.95,Delhi,24,Premium,Pending,2024-06-05T00:00:00,u1139@mail.com,user_139,1465.42,ST9
U1057,2024-01-16,East,Grocery,3015.72,Kolkata,44,Basic,,2024-01-16 00:00:00,u1057@mail.com,user_57,853.13,ST9
U1398,2024-05-03,North,Grocery,802.15,Pune,41,Premium,Inactive,2024-05-03 00:00:00,u1398@mail.com,user_398,62.12,ST1
U1089,2024-04-15,North,Furniture,4353.65,Chennai,45,Basic,Pending,2024-04-15T00:00:00,u1089@mail.com,user_89,1472.46,ST2
U1407,2024-05-04,West,Toys,3020.77,Delhi,18,Basic,Inactive,2024-05-04T00:00:00,u1407@mail.com,,2451.5,ST7
U1348,2024-05-29,West,Furniture,3966.8,Mumbai,16,Basic,Inactive,2024-05-29T00:00:00,u1348@mail.com,user_348,2073.54,ST6
U1140,2024-03-11,North,Electronics,2910.04,Bangalore,43,Basic,Pending,11/03/2024,u1140@mail.com,user_140,1071.77,ST8
U1294,2024-05-16,West,Toys,409.86,Chennai,16,Premium,Pending,2024-05-16 00:00:00,u1294@mail.com,user_294,880.48,ST8
U1353,2024-05-21,East,Toys,1487.33,Delhi,25,Premium,Active,2024-05-21 00:00:00,,user_353,142.26,ST2
U1024,2024-01-12,West,Grocery,3878.48,Chennai,23,Premium,,2024-01-12,u1024@mail.com,user_24,2088.51,ST3
U1165,2024-02-13,East,Toys,2492.75,Hyderabad,32,Premium,Active,2024-02-13 00:00:00,u1165@mail.com,user_165,1266.56,ST4
U1585,2024-04-21,West,Electronics,807.72,Hyderabad,40,Premium,Inactive,2024-04-21,u1585@mail.com,user_585,1926.62,ST1
U1566,2024-06-20,South,Electronics,1829.67,Kolkata,41,Basic,,20/06/2024,u1566@mail.com,user_566,418.05,ST6
U1129,2024-03-29,South,Clothing,3827.26,Bangalore,18,Basic,Inactive,2024-03-29,u1129@mail.com,user_129,199.29,ST7
U1350,2024-02-19,West,Furniture,1855.02,Mumbai,43,Premium,,2024-02-19,u1350@mail.com,user_350,1721.77,ST9
U1241,2024-05-26,East,Furniture,1564.38,Delhi,42,Premium,Inactive,2024-05-26 00:00:00,u1241@mail.com,user_241,543.14,ST4
U1323,2024-04-27,South,Toys,4323.91,Bangalore,23,Premium,,27/04/2024,u1323@mail.com,user_323,2868.56,ST9
U1416,2024-05-16,West,Furniture,2324.77,Pune,33,Basic,,2024-05-16T00:00:00,u1416@mail.com,user_416,154.21,ST10
U1263,2024-02-13,West,Grocery,3584.44,Kolkata,27,Basic,Active,2024-02-13 00:00:00,u1263@mail.com,user_263,,ST2
U1099,2024-01-15,North,Toys,463.53,Delhi,16,Premium,Pending,2024-01-15T00:00:00,,user_99,1864.27,ST9
U1593,2024-06-16,West,Furniture,3305.05,Ahmedabad,45,Premium,,16/06/2024,u1593@mail.com,user_593,1571.68,ST9
U1450,2024-06-09,South,Electronics,4315.87,Mumbai,43,Basic,Active,2024-06-09T00:00:00,u1450@mail.com,user_450,1650.18,ST4
U1544,2024-06-15,South,Clothing,4416.78,Mumbai,32,Basic,,15/06/2024,u1544@mail.com,user_544,1559.43,ST5
U1443,2024-02-28,West,Grocery,1216.13,Mumbai,28,Premium,,28/02/2024,,user_443,,ST7
U1203,2024-06-13,East,Electronics,2699.49,Mumbai,35,Premium,,2024-06-13T00:00:00,u1203@mail.com,user_203,1264.54,ST8
U1004,2024-04-02,East,Electronics,324.54,Mumbai,24,Premium,Inactive,2024-04-02 00:00:00,u1004@mail.com,user_4,529.83,ST6
U1377,2024-06-04,East,Toys,1237.69,Chennai,26,Premium,,04/06/2024,u1377@mail.com,user_377,1153.18,ST7
U1435,2024-03-19,West,Furniture,3095.01,Kolkata,17,Premium,Active,2024-03-19,u1435@mail.com,user_435,,ST4
U1463,2024-01-22,South,Electronics,4881.61,Delhi,30,Basic,Active,2024-01-22T00:00:00,u1463@mail.com,user_463,1189.03,ST1
U1147,2024-01-02,North,Furniture,1254.05,Chennai,45,Basic,Pending,2024-01-02 00:00:00,u1147@mail.com,user_147,2019.97,ST8
U1575,2024-06-26,West,Clothing,403.81,Kolkata,16,Basic,,2024-06-26 00:00:00,u1575@mail.com,,,ST7
U1020,2024-04-17,North,Grocery,1100.87,Chennai,22,Basic,,17/04/2024,u1020@mail.com,user_20,2268.0,ST2
U1433,2024-01-05,West,Grocery,374.67,Kolkata,16,Basic,Active,05/01/2024,u1433@mail.com,user_433,2050.33,ST9
U1261,2024-01-27,South,Toys,2984.49,Mumbai,41,Premium,Pending,2024-01-27T00:00:00,u1261@mail.com,user_261,1329.31,ST3
U1299,2024-03-22,South,Furniture,1708.9,Chennai,37,Premium,Pending,2024-03-22T00:00:00,u1299@mail.com,user_299,2367.7,ST7
U1383,2024-04-26,West,Grocery,1687.97,Chennai,37,Premium,Active,2024-04-26 00:00:00,u1383@mail.com,user_383,1595.26,ST7
U1191,2024-05-24,West,Clothing,1531.24,Delhi,32,Basic,Inactive,2024-05-24,u1191@mail.com,user_191,1556.88,ST10
U1441,2024-05-07,East,Clothing,3383.7,Mumbai,35,Basic,Pending,07/05/2024,u1441@mail.com,user_441,2287.3,ST1
U1583,2024-02-20,East,Grocery,953.32,Pune,38,Premium,Pending,20/02/2024,u1583@mail.com,,2736.41,ST1
U1197,2024-06-26,North,Furniture,4756.24,Delhi,15,Premium,,2024-06-26T00:00:00,u1197@mail.com,user_197,2905.98,ST4
U1141,2024-06-16,North,Furniture,1148.54,Kolkata,23,Basic,Inactive,2024-06-16 00:00:00,u1141@mail.com,user_141,2026.01,ST9
U1083,2024-01-01,North,Clothing,4938.88,Bangalore,40,Premium,Active,2024-01-01 00:00:00,u1083@mail.com,user_83,1787.12,ST1
U1386,2024-03-01,East,Toys,3331.41,Delhi,29,Premium,Active,01/03/2024,u1386@mail.com,user_386,2469.36,ST4
U1527,2024-02-24,East,Electronics,3760.44,Bangalore,42,Premium,,2024-02-24 00:00:00,,user_527,1457.5,ST7
U1387,2024-01-13,East,Clothing,369.81,Delhi,19,Premium,Pending,2024-01-13T00:00:00,u1387@mail.com,,575.83,ST5
U1085,2024-01-12,North,Furniture,3252.37,Mumbai,30,Basic,,2024-01-12 00:00:00,u1085@mail.com,user_85,,ST2
U1517,2024-02-01,North,Electronics,1098.3,Delhi,41,Premium,Pending,01/02/2024,u1517@mail.com,user_517,1733.82,ST7
U1233,2024-06-11,West,Grocery,2288.49,Delhi,22,Premium,Pending,2024-06-11T00:00:00,u1233@mail.com,user_233,,ST8
U1180,2024-06-23,West,Furniture,4720.58,Mumbai,40,Basic,Active,2024-06-23,u1180@mail.com,user_180,795.41,ST3
U1100,2024-04-08,South,Toys,2816.15,Kolkata,43,Premium,,08/04/2024,u1100@mail.com,user_100,232.53,ST2
U1347,2024-05-20,West,Grocery,2458.03,Delhi,26,Premium,Inactive,2024-05-20 00:00:00,u1347@mail.com,user_347,,ST5
U1075,2024-06-09,West,Electronics,1613.77,Delhi,33,Basic,Inactive,2024-06-09 00:00:00,u1075@mail.com,user_75,642.34,ST9
U1008,2024-02-09,East,Furniture,3022.4,Delhi,34,Basic,Pending,2024-02-09 00:00:00,u1008@mail.com,user_8,2265.09,ST6
U1408,2024-03-24,South,Electronics,543.61,Kolkata,43,Premium,Inactive,24/03/2024,u1408@mail.com,user_408,1369.12,ST4
U1274,2024-05-09,East,Toys,3252.25,Delhi,22,Premium,,2024-05-09,u1274@mail.com,user_274,1368.85,ST2
U1280,2024-04-17,East,Grocery,2049.56,Delhi,24,Basic,Inactive,17/04/2024,u1280@mail.com,user_280,931.79,ST9
U1155,2024-01-09,South,Toys,3853.66,Pune,15,Premium,Inactive,2024-01-09 00:00:00,u1155@mail.com,,2124.69,ST1
U1388,2024-06-05,East,Furniture,3771.74,Delhi,16,Premium,Pending,2024-06-05T00:00:00,u1388@mail.com,user_388,,ST7
U1192,2024-01-30,North,Toys,4134.09,Delhi,41,Premium,,30/01/2024,u1192@mail.com,user_192,2266.47,ST5
U1558,2024-02-16,West,Electronics,1560.32,Mumbai,19,Basic,Pending,2024-02-16T00:00:00,u1558@mail.com,user_558,647.55,ST10
U1593,2024-06-16,West,Furniture,3305.05,Ahmedabad,45,Premium,,16/06/2024,u1593@mail.com,user_593,1571.68,ST9
U1530,2024-06-28,South,Furniture,2410.3,Pune,33,Premium,Inactive,2024-06-28T00:00:00,u1530@mail.com,user_530,,ST1
U1051,2024-03-11,North,Electronics,4179.88,Delhi,26,Premium,Pending,2024-03-11 00:00:00,u1051@mail.com,user_51,,ST1
U1039,2024-05-27,South,Furniture,128.89,Delhi,39,Basic,,27/05/2024,u1039@mail.com,user_39,1197.13,ST7
U1209,2024-03-20,South,Clothing,383.74,Mumbai,28,Premium,,2024-03-20 00:00:00,u1209@mail.com,user_209,402.36,ST3
U1006,2024-01-15,East,Electronics,4044.72,Delhi,17,Premium,Pending,15/01/2024,u1006@mail.com,user_6,1403.61,ST5
U1076,2024-04-03,North,Clothing,1359.15,Kolkata,30,Basic,Pending,2024-04-03 00:00:00,u1076@mail.com,,715.56,ST7
U1249,2024-05-09,South,Electronics,3437.75,Mumbai,30,Basic,Inactive,2024-05-09,u1249@mail.com,user_249,2688.75,ST2
U1048,2024-03-28,North,Toys,3535.8,Delhi,15,Premium,Active,28/03/2024,u1048@mail.com,user_48,2087.3,ST8
U1303,2024-04-28,West,Furniture,1882.94,Mumbai,22,Premium,Inactive,2024-04-28,u1303@mail.com,user_303,2622.98,ST3
U1071,2024-06-05,South,Toys,3447.36,Bangalore,33,Premium,Inactive,2024-06-05,u1071@mail.com,user_71,2701.78,ST8
U1455,2024-01-28,East,Grocery,648.92,Mumbai,19,Premium,Active,2024-01-28T00:00:00,u1455@mail.com,user_455,1448.02,ST7
U1598,2024-01-09,South,Electronics,1014.79,Mumbai,45,Basic,Pending,09/01/2024,u1598@mail.com,user_598,,ST1
U1226,2024-03-22,East,Electronics,4489.25,Kolkata,16,Basic,Pending,22/03/2024,u1226@mail.com,user_226,836.25,ST1
U1287,2024-01-02,North,Furniture,3577.48,Mumbai,19,Basic,Active,2024-01-02T00:00:00,u1287@mail.com,user_287,2362.89,ST6
U1012,2024-04-18,East,Toys,3800.8,Chennai,37,Basic,,2024-04-18T00:00:00,u1012@mail.com,user_12,712.86,ST6
U1385,2024-04-24,North,Clothing,676.01,Mumbai,21,Premium,Pending,2024-04-24 00:00:00,u1385@mail.com,user_385,66.96,ST8
U1151,2024-04-26,East,Toys,2135.58,Bangalore,32,Basic,Pending,2024-04-26 00:00:00,u1151@mail.com,user_151,1756.02,ST1
U1401,2024-05-26,East,Clothing,449.09,Bangalore,25,Basic,Active,26/05/2024,,user_401,,ST7
U1116,2024-06-26,South,Grocery,4629.12,Bangalore,40,Premium,,2024-06-26 00:00:00,u1116@mail.com,user_116,916.61,ST2
U1282,2024-05-23,South,Toys,2896.13,Chennai,28,Basic,,2024-05-23 00:00:00,u1282@mail.com,,2027.25,ST4
U1254,2024-04-17,South,Furniture,3709.99,Bangalore,33,Premium,Pending,17/04/2024,u1254@mail.com,user_254,2824.97,ST6
U1196,2024-06-22,South,Furniture,796.64,Bangalore,35,Basic,,2024-06-22,,user_196,1238.41,ST5
U1577,2024-04-26,North,Toys,1043.16,Mumbai,34,Premium,Inactive,26/04/2024,u1577@mail.com,user_577,2187.64,ST8
U1066,2024-03-23,East,Clothing,2901.81,Mumbai,39,Basic,Active,2024-03-23T00:00:00,u1066@mail.com,user_66,1188.93,ST3
U1393,2024-05-09,North,Electronics,657.8,Delhi,27,Premium,Inactive,09/05/2024,u1393@mail.com,user_393,2752.68,ST1
U1330,2024-06-24,East,Electronics,3632.0,Kolkata,32,Basic,,24/06/2024,u1330@mail.com,user_330,2426.72,ST3
U1220,2024-06-29,West,Clothing,4196.03,Delhi,17,Premium,Pending,2024-06-29,u1220@mail.com,user_220,2972.5,ST1
U1366,2024-04-20,North,Toys,539.01,Chennai,28,Basic,Pending,20/04/2024,u1366@mail.com,user_366,,ST5
U1070,2024-01-08,West,Grocery,4001.1,Delhi,26,Basic,Inactive,08/01/2024,u1070@mail.com,user_70,551.45,ST2
U1094,2024-03-18,East,Clothing,3844.39,Delhi,18,Premium,,2024-03-18,u1094@mail.com,user_94,1525.77,ST6
U1069,2024-01-10,West,Clothing,3192.69,Hyderabad,22,Premium,,2024-01-10 00:00:00,u1069@mail.com,user_69,540.78,ST5
U1022,2024-04-22,North,Toys,4920.88,Kolkata,31,Premium,Pending,2024-04-22 00:00:00,u1022@mail.com,user_22,365.76,ST9
U1078,2024-01-28,East,Furniture,222.62,Pune,32,Basic,Inactive,2024-01-28 00:00:00,u1078@mail.com,user_78,1965.26,ST2
U1451,2024-06-24,West,Toys,4416.15,Chennai,16,Basic,Active,2024-06-24 00:00:00,u1451@mail.com,user_451,,ST6
U1438,2024-01-21,West,Electronics,979.12,Mumbai,35,Basic,,2024-01-21,u1438@mail.com,user_438,1593.11,ST7
U1237,2024-03-08,North,Grocery,1263.99,Mumbai,33,Basic,Inactive,2024-03-08 00:00:00,u1237@mail.com,user_237,2002.96,ST10
U1426,2024-04-19,North,Grocery,893.63,Mumbai,39,Premium,,2024-04-19,u1426@mail.com,,830.76,ST8
U1315,2024-02-09,South,Toys,1342.8,Pune,28,Basic,Pending,2024-02-09,u1315@mail.com,user_315,1473.28,ST6
U1126,2024-06-11,North,Clothing,3162.61,Bangalore,17,Premium,Inactive,11/06/2024,u1126@mail.com,user_126,2535.46,ST10
U1229,2024-05-02,West,Grocery,4597.69,Mumbai,19,Basic,Inactive,2024-05-02T00:00:00,,user_229,467.88,ST2
U1464,2024-03-13,North,Grocery,1609.62,Delhi,32,Premium,Inactive,2024-03-13,u1464@mail.com,user_464,533.18,ST7
U1043,2024-04-04,East,Toys,3075.51,Chennai,18,Premium,Pending,2024-04-04 00:00:00,u1043@mail.com,user_43,2728.68,ST7
U1005,2024-02-23,North,Electronics,3084.74,Mumbai,38,Premium,Inactive,2024-02-23,u1005@mail.com,user_5,1693.0,ST6
U1466,2024-04-16,East,Toys,2364.39,Bangalore,44,Premium,Inactive,16/04/2024,u1466@mail.com,user_466,2477.26,ST5
U1065,2024-01-01,North,Grocery,4203.63,Bangalore,36,Basic,Inactive,2024-01-01,u1065@mail.com,user_65,1653.12,ST8
U1495,2024-04-03,South,Clothing,1277.83,Chennai,39,Basic,,2024-04-03,u1495@mail.com,user_495,,ST4
U1110,2024-02-08,South,Electronics,3903.25,Mumbai,18,Premium,Inactive,2024-02-08,u1110@mail.com,user_110,,ST8
U1256,2024-06-23,North,Electronics,1189.04,Mumbai,42,Basic,,2024-06-23T00:00:00,u1256@mail.com,user_256,397.46,ST1
U1420,2024-02-23,North,Electronics,3247.08,Chennai,18,Premium,Inactive,2024-02-23,u1420@mail.com,user_420,2269.66,ST9
U1375,2024-03-20,East,Furniture,4978.86,Ahmedabad,19,Premium,Pending,2024-03-20 00:00:00,u1375@mail.com,user_375,986.91,ST3
U1206,2024-04-08,West,Clothing,2547.95,Bangalore,31,Premium,Pending,2024-04-08T00:00:00,u1206@mail.com,user_206,1127.97,ST3
U1494,2024-02-16,West,Toys,4327.28,Bangalore,21,Basic,Pending,2024-02-16,u1494@mail.com,user_494,,ST4
U1148,2024-03-19,East,Furniture,3461.76,Hyderabad,43,Basic,Active,2024-03-19T00:00:00,u1148@mail.com,user_148,1460.64,ST8
U1007,2024-02-05,East,Toys,2740.99,Chennai,28,Basic,Pending,05/02/2024,u1007@mail.com,user_7,2279.56,ST2
U1483,2024-05-31,North,Furniture,1844.88,Chennai,45,Basic,,2024-05-31T00:00:00,u1483@mail.com,user_483,1493.56,ST4
U1291,2024-05-04,West,Grocery,4501.58,Mumbai,31,Premium,Active,04/05/2024,u1291@mail.com,user_291,1899.45,ST4
U1474,2024-05-13,North,Clothing,3578.48,Mumbai,41,Premium,Inactive,13/05/2024,u1474@mail.com,user_474,419.77,ST3
U1532,2024-02-29,West,Toys,193.2,Bangalore,32,Premium,Pending,2024-02-29,u1532@mail.com,user_532,1956.23,ST8
U1391,2024-05-07,South,Furniture,4059.1,Pune,22,Basic,Inactive,2024-05-07 00:00:00,u1391@mail.com,user_391,2225.53,ST4
U1454,2024-06-22,North,Furniture,3142.66,Kolkata,45,Premium,Inactive,2024-06-22,,user_454,2876.86,ST2
U1417,2024-03-18,North,Electronics,3183.57,Bangalore,33,Premium,Pending,2024-03-18 00:00:00,u1417@mail.com,user_417,2561.76,ST5
U1260,2024-05-16,East,Grocery,4755.34,Pune,39,Premium,Active,2024-05-16 00:00:00,u1260@mail.com,user_260,1065.83,ST3
U1283,2024-03-09,East,Grocery,3448.61,Mumbai,16,Basic,Inactive,2024-03-09 00:00:00,u1283@mail.com,user_283,2042.8,ST9
U1123,2024-04-02,North,Furniture,4037.94,Bangalore,34,Premium,Active,2024-04-02T00:00:00,u1123@mail.com,user_123,1261.85,ST7
U1079,2024-02-05,West,Electronics,1591.39,Bangalore,18,Premium,Inactive,2024-02-05,u1079@mail.com,user_79,2840.62,ST7
U1557,2024-01-24,West,Electronics,2754.72,Delhi,20,Basic,Active,24/01/2024,u1557@mail.com,user_557,1862.7,ST6
U1321,2024-01-24,North,Toys,4583.54,Delhi,45,Basic,Inactive,24/01/2024,u1321@mail.com,user_321,,ST3
U1579,2024-03-28,North,Grocery,4854.33,Bangalore,36,Premium,Active,28/03/2024,u1579@mail.com,user_579,1295.08,ST4
U1152,2024-04-18,North,Electronics,2751.7,Mumbai,43,Premium,,2024-04-18 00:00:00,u1152@mail.com,user_152,1942.5,ST7
U1376,2024-01-08,North,Furniture,4809.86,Delhi,38,Basic,Inactive,08/01/2024,u1376@mail.com,user_376,1855.35,ST5
U1300,2024-03-11,North,Clothing,3429.94,Delhi,30,Basic,,2024-03-11T00:00:00,u1300@mail.com,user_300,1954.38,ST2
U1434,2024-02-08,East,Electronics,280.7,Mumbai,35,Premium,,2024-02-08 00:00:00,u1434@mail.com,user_434,,ST1
U1164,2024-02-20,North,Clothing,1961.21,Kolkata,30,Basic,Pending,2024-02-20,u1164@mail.com,user_164,546.29,ST6
U1506,2024-05-12,East,Toys,3460.19,Kolkata,25,Basic,,12/05/2024,u1506@mail.com,user_506,2408.61,ST4
U1397,2024-02-25,North,Clothing,649.93,Kolkata,39,Premium,Active,2024-02-25,u1397@mail.com,user_397,504.53,ST6
U1326,2024-06-22,South,Toys,132.46,Pune,45,Premium,,2024-06-22T00:00:00,u1326@mail.com,user_326,2696.15,ST5
U1404,2024-02-06,North,Grocery,2021.18,Chennai,36,Basic,Pending,2024-02-06,u1404@mail.com,,1462.02,ST3
U1266,2024-02-21,North,Furniture,1547.22,Mumbai,30,Premium,,2024-02-21T00:00:00,u1266@mail.com,,375.77,ST10
U1538,2024-06-05,West,Toys,305.65,Mumbai,35,Premium,Inactive,2024-06-05T00:00:00,u1538@mail.com,user_538,1542.4,ST2
U1595,2024-05-27,East,Grocery,4722.43,Mumbai,40,Basic,Pending,27/05/2024,u1595@mail.com,user_595,2347.0,ST9
U1510,2024-06-22,East,Furniture,983.81,Kolkata,15,Basic,Pending,22/06/2024,u1510@mail.com,user_510,2068.59,ST8
U1302,2024-02-24,West,Toys,1377.02,Pune,32,Basic,Inactive,2024-02-24T00:00:00,u1302@mail.com,user_302,2578.63,ST3
U1279,2024-01-13,South,Toys,2466.37,Bangalore,44,Premium,Inactive,13/01/2024,u1279@mail.com,user_279,999.44,ST7
U1144,2024-04-11,South,Clothing,4689.38,Hyderabad,44,Basic,Active,2024-04-11 00:00:00,u1144@mail.com,user_144,1038.37,ST8
