Customer_ID,Customer_Name,Segment,City,State,Region,Postal_Code
SP-20545,Sibella Parks,Corporate,New York City,New York,East,10011
NP-18325,Naresj Patel,Consumer,Waynesboro,Virginia,South,22980
AB-10165,Alan Barnes,Consumer,Los Angeles,California,West,90036
JK-15370,Jay Kimmel,Consumer,Long Beach,California,West,90805
DG-13300,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,East,19134
GM-14680,Greg Matthias,Consumer,Seattle,Washington,West,98105
DC-12850,Dan Campbell,Consumer,Florence,Alabama,South,35630
TS-21370,Todd Sumrall,Corporate,New York City,New York,East,10035
PC-19000,Pauline Chand,Home Office,Los Angeles,California,West,90004
AR-10540,Andy Reiter,Consumer,New York City,New York,East,10024
MC-18100,Mick Crebagga,Consumer,El Paso,Texas,Central,79907
DA-13450,Dianna Arnett,Home Office,Houston,Texas,Central,77095
PB-19210,Phillip Breyer,Corporate,Tulsa,Oklahoma,Central,74133
NC-18625,Noah Childs,Corporate,Aurora,Colorado,West,80013
JM-15865,John Murray,Consumer,Jamestown,New York,East,14701
RR-19315,Ralph Ritter,Consumer,San Francisco,California,West,94110
DM-13345,Denise Monton,Corporate,Roswell,Georgia,South,30076
PR-18880,Patrick Ryan,Consumer,Oakland,California,West,94601
FC-14335,Fred Chung,Corporate,Mesquite,Texas,Central,75150
PF-19120,Peter Fuller,Consumer,Gilbert,Arizona,West,85234
BS-11590,Brendan Sweed,Corporate,Gilbert,Arizona,West,85234
JS-15685,Jim Sink,Corporate,Los Angeles,California,West,90036
GG-14650,Greg Guthrie,Corporate,Bristol,Tennessee,South,37620
NP-18670,Nora Paige,Consumer,Edmond,Oklahoma,Central,73034
TT-21070,Ted Trevino,Consumer,Los Angeles,California,West,90045
CB-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,East,45011
LE-16810,Laurel Elliston,Consumer,Whittier,California,West,90604
NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,East,43229
SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,East,19143
GK-14620,Grace Kelly,Corporate,Hesperia,California,West,92345
GT-14755,Guy Thornton,Consumer,Harlingen,Texas,Central,78550
BP-11095,Bart Pistole,Corporate,Peoria,Illinois,Central,61604
MT-18070,Michelle Tran,Home Office,Los Angeles,California,West,90045
MY-17380,Maribeth Yedwab,Corporate,Parker,Colorado,West,80134
CS-11950,Carlos Soltero,Consumer,Chicago,Illinois,Central,60610
NB-18655,Nona Balk,Corporate,Dallas,Texas,Central,75217
MO-17800,Meg O'Connel,Home Office,New York City,New York,East,10009
SR-20740,Steven Roelle,Home Office,New York City,New York,East,10024
YC-21895,Yoseph Carroll,Corporate,San Francisco,California,West,94110
DL-12865,Dan Lawera,Consumer,Cincinnati,Ohio,East,45231
PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,West,92704
TR-21325,Toby Ritter,Consumer,Belleville,New Jersey,East,7109
PG-18820,Patrick Gardner,Consumer,San Francisco,California,West,94110
AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,22153
DE-13255,Deanra Eno,Home Office,Springfield,Ohio,East,45503
CY-12745,Craig Yedwab,Corporate,Oakland,California,West,94601
NC-18340,Nat Carroll,Consumer,Lansing,Michigan,Central,48911
LH-16750,Larry Hughes,Consumer,Charlotte,North Carolina,South,28205
BF-11170,Ben Ferrer,Home Office,Los Angeles,California,West,90036
SM-20950,Suzanne McNair,Corporate,Greenville,North Carolina,South,27834
EB-14170,Evan Bailliet,Consumer,Wilmington,North Carolina,South,28403
TS-21085,Thais Sissman,Consumer,Phoenix,Arizona,West,85023
MM-18055,Michelle Moray,Consumer,Seattle,Washington,West,98115
RB-19645,Robert Barroso,Corporate,North Las Vegas,Nevada,West,89031
RB-19435,Richard Bierner,Consumer,Saint Louis,Missouri,Central,63116
IL-15100,Ivan Liston,Consumer,San Francisco,California,West,94122
SG-20605,Speros Goranitis,Consumer,New York City,New York,East,10009
SV-20785,Stewart Visinsky,Consumer,Pueblo,Colorado,West,81001
MS-17530,MaryBeth Skach,Consumer,San Diego,California,West,92037
MO-17950,Michael Oakman,Consumer,Dallas,Texas,Central,75220
DL-13330,Denise Leinenbach,Consumer,Las Cruces,New Mexico,West,88001
BF-11275,Beth Fritzler,Corporate,Tucson,Arizona,West,85705
CS-11845,Cari Sayre,Corporate,Seattle,Washington,West,98105
RB-19330,Randy Bradley,Consumer,Philadelphia,Pennsylvania,East,19143
KM-16660,Khloe Miller,Consumer,Roswell,Georgia,South,30076
AH-10465,Amy Hunt,Consumer,New York City,New York,East,10035
ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,West,94109
KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,90004
SC-20770,Stewart Carmichael,Corporate,Decatur,Alabama,South,35601
JC-16105,Julie Creighton,Corporate,Durham,North Carolina,South,27707
TD-20995,Tamara Dahlen,Consumer,Lowell,Massachusetts,East,1852
AB-10060,Adam Bellavance,Home Office,New York City,New York,East,10009
JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,East,10035
LF-17185,Luke Foster,Consumer,Miami,Florida,South,33180
KH-16510,Keith Herrera,Consumer,San Francisco,California,West,94110
NF-18385,Natalie Fritzler,Consumer,Jackson,Mississippi,South,39212
MK-18160,Mike Kennedy,Consumer,Jacksonville,Florida,South,32216
RL-19615,Rob Lucas,Consumer,Montgomery,Alabama,South,36116
BD-11500,Bradley Drucker,Consumer,Green Bay,Wisconsin,Central,54302
LP-17080,Liz Pelletier,Consumer,San Francisco,California,West,94110
NG-18355,Nat Gilpin,Corporate,New York City,New York,East,10011
EH-14125,Eugene Hildebrand,Home Office,Aurora,Illinois,Central,60505
GT-14635,Grant Thornton,Corporate,Burlington,North Carolina,South,27217
RD-19810,Ross DeVincentis,Home Office,Los Angeles,California,West,90045
RW-19690,Robert Waldorf,Consumer,Wilmington,North Carolina,South,28403
SW-20755,Steven Ward,Corporate,New York City,New York,East,10009
EB-13975,Erica Bern,Corporate,Fairfield,California,West,94533
MN-17935,Michael Nguyen,Consumer,Dallas,Texas,Central,75220
CM-12115,Chad McGuire,Consumer,New York City,New York,East,10011
MP-18175,Mike Pelletier,Home Office,Laguna Niguel,California,West,92677
BO-11425,Bobby Odegard,Consumer,Richmond,Kentucky,South,40475
ML-17395,Marina Lichtenstein,Corporate,Los Angeles,California,West,90008
TB-21280,Toby Braunhardt,Consumer,Washington,District of Columbia,East,20016
SW-20455,Shaun Weien,Consumer,Suffolk,Virginia,South,23434
JL-15235,Janet Lee,Consumer,Chicago,Illinois,Central,60623
ME-18010,Michelle Ellison,Corporate,San Francisco,California,West,94122
MD-17860,Michael Dominguez,Corporate,Indianapolis,Indiana,Central,46203
SC-20260,Scott Cohen,Corporate,San Francisco,California,West,94122
TM-21010,Tamara Manning,Consumer,San Francisco,California,West,94122
EM-13810,Eleni McCrary,Corporate,Los Angeles,California,West,90036
SC-20380,Shahid Collister,Consumer,Seattle,Washington,West,98115
TA-21385,Tom Ashbrook,Home Office,New York City,New York,East,10024
FH-14350,Fred Harton,Consumer,Seattle,Washington,West,98105
AH-10690,Anna H�berlin,Corporate,New York City,New York,East,10024
HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,Central,76106
LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,19901
RB-19465,Rick Bensley,Home Office,Chicago,Illinois,Central,60610
LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,80013
MB-17305,Maria Bertelson,Consumer,Akron,Ohio,East,44312
BS-11755,Bruce Stewart,Consumer,Denver,Colorado,West,80219
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,55044
NM-18445,Nathan Mautz,Home Office,New York City,New York,East,10024
DB-13615,Doug Bickford,Consumer,Los Angeles,California,West,90045
MK-17905,Michael Kennedy,Corporate,Manchester,Connecticut,East,6040
SC-20095,Sanjit Chand,Consumer,Concord,California,West,94521
MH-17785,Maya Herman,Corporate,Lindenhurst,New York,East,11757
MD-17350,Maribeth Dona,Consumer,Fayetteville,Arkansas,South,72701
KB-16240,Karen Bern,Corporate,Los Angeles,California,West,90036
GT-14710,Greg Tran,Consumer,Houston,Texas,Central,77070
JF-15490,Jeremy Farry,Consumer,Seattle,Washington,West,98105
GD-14590,Giulietta Dortch,Corporate,Philadelphia,Pennsylvania,East,19143
AT-10735,Annie Thurman,Consumer,Seattle,Washington,West,98115
RA-19285,Ralph Arnett,Consumer,New York City,New York,East,10035
SC-20695,Steve Chapman,Corporate,Hialeah,Florida,South,33012
SS-20875,Sung Shariari,Consumer,Dallas,Texas,Central,75220
RH-19495,Rick Hansen,Consumer,Rochester,Minnesota,Central,55901
CG-12040,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,19120
RD-19585,Rob Dowd,Consumer,Henderson,Kentucky,South,42420
AT-10435,Alyssa Tate,Home Office,Los Angeles,California,West,90004
GZ-14545,George Zrebassa,Corporate,Lawrence,Massachusetts,East,1841
KT-16465,Kean Takahito,Consumer,Los Angeles,California,West,90049
SC-20440,Shaun Chance,Corporate,Aurora,Colorado,West,80013
FM-14215,Filia McAdams,Corporate,Dublin,Ohio,East,43017
JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,Central,53209
TB-21175,Thomas Boland,Corporate,Houston,Texas,Central,77041
EH-13990,Erica Hackney,Consumer,Roswell,Georgia,South,30076
SW-20245,Scot Wooten,Consumer,Stockton,California,West,95207
BT-11440,Bobby Trafton,Consumer,Littleton,Colorado,West,80122
MV-17485,Mark Van Huff,Consumer,Arlington,Virginia,South,22204
RR-19525,Rick Reed,Corporate,Lowell,Massachusetts,East,1852
SU-20665,Stephanie Ulpright,Home Office,Jackson,Mississippi,South,39212
MG-17695,Maureen Gnade,Consumer,Buffalo,New York,East,14215
SP-20920,Susan Pistek,Consumer,Los Angeles,California,West,90036
NF-18475,Neil Franz�sisch,Home Office,Rockford,Illinois,Central,61107
IM-15070,Irene Maddox,Consumer,Seattle,Washington,West,98103
KB-16585,Ken Black,Corporate,Fremont,Nebraska,Central,68025
PN-18775,Parhena Norris,Home Office,New York City,New York,East,10009
JH-15910,Jonathan Howell,Consumer,Los Angeles,California,West,90032
Dl-13600,Dorris liebe,Corporate,Pasadena,Texas,Central,77506
CB-12535,Claudia Bergmann,Corporate,Chapel Hill,North Carolina,South,27514
BB-10990,Barry Blumstein,Corporate,Inglewood,California,West,90301
AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,West,85705
SS-20140,Saphhira Shifley,Corporate,Warwick,Rhode Island,East,2886
TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,West,85023
SA-20830,Sue Ann Reed,Consumer,Chicago,Illinois,Central,60610
AJ-10945,Ashley Jarboe,Consumer,Wilmington,North Carolina,South,28403
FM-14380,Fred McMath,Consumer,Aurora,Colorado,West,80013
SC-20305,Sean Christensen,Consumer,Rochester Hills,Michigan,Central,48307
AR-10825,Anthony Rawles,Corporate,Vancouver,Washington,West,98661
CR-12730,Craig Reiter,Consumer,Columbus,Ohio,East,43229
DP-13165,David Philippe,Consumer,New York City,New York,East,10035
DC-13285,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,55016
LL-16840,Lauren Leatherbury,Consumer,Rochester,New York,East,14609
HL-15040,Hunter Lopez,Consumer,Houston,Texas,Central,77095
JR-16210,Justin Ritter,Corporate,Springfield,Ohio,East,45503
BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,49201
AH-10075,Adam Hart,Corporate,New York City,New York,East,10011
VG-21790,Vivek Gonzalez,Consumer,San Diego,California,West,92037
JH-16180,Justin Hirsh,Consumer,Pueblo,Colorado,West,81001
JR-15670,Jim Radford,Consumer,Middletown,Connecticut,East,6457
MG-17890,Michael Granlund,Home Office,Clinton,Maryland,East,20735
YS-21880,Yana Sorensen,Corporate,Burlington,North Carolina,South,27217
GH-14425,Gary Hwang,Consumer,Tucson,Arizona,West,85705
SG-20470,Sheri Gordon,Consumer,New York City,New York,East,10011
TT-21460,Tonja Turnell,Home Office,Aurora,Illinois,Central,60505
HF-14995,Herbert Flentye,Consumer,Indianapolis,Indiana,Central,46203
MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,East,19805
RH-19600,Rob Haberlin,Consumer,Huntsville,Alabama,South,35810
TG-21310,Toby Gnade,Consumer,Los Angeles,California,West,90049
TP-21415,Tom Prescott,Consumer,Seattle,Washington,West,98115
SV-20935,Susan Vittorini,Consumer,New York City,New York,East,10009
PW-19240,Pierre Wener,Consumer,Louisville,Colorado,West,80027
EN-13780,Edward Nazzal,Consumer,New York City,New York,East,10035
TT-21265,Tim Taslimi,Corporate,Los Angeles,California,West,90045
GA-14515,George Ashbrook,Consumer,San Francisco,California,West,94122
CC-12370,Christopher Conant,Consumer,Fayetteville,North Carolina,South,28314
SR-20425,Sharelle Roach,Home Office,Louisville,Colorado,West,80027
BF-11215,Benjamin Farhat,Home Office,Albuquerque,New Mexico,West,87105
DH-13075,Dave Hallsten,Corporate,Richmond,Kentucky,South,40475
JO-15145,Jack O'Briant,Corporate,Philadelphia,Pennsylvania,East,19140
RM-19750,Roland Murray,Consumer,New York City,New York,East,10011
TP-21565,Tracy Poddar,Corporate,Aurora,Colorado,West,80013
EK-13795,Eileen Kiefer,Home Office,Santa Ana,California,West,92704
KB-16600,Ken Brennan,Corporate,Houston,Texas,Central,77041
CV-12805,Cynthia Voltz,Corporate,New York City,New York,East,10035
PF-19165,Philip Fox,Consumer,Bloomington,Illinois,Central,61701
JB-15400,Jennifer Braxton,Corporate,Chicago,Illinois,Central,60623
FM-14290,Frank Merwin,Home Office,Los Angeles,California,West,90032
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,48601
MS-17980,Michael Stewart,Corporate,Dallas,Texas,Central,75220
VD-21670,Valerie Dominguez,Consumer,Columbia,Tennessee,South,38401
LH-17155,Logan Haushalter,Consumer,San Francisco,California,West,94109
CC-12670,Craig Carreira,Consumer,New York City,New York,East,10009
JO-15280,Jas O'Carroll,Consumer,Los Angeles,California,West,90004
BP-11185,Ben Peterman,Corporate,Arvada,Colorado,West,80004
RA-19915,Russell Applegate,Consumer,Houston,Texas,Central,77095
MP-17965,Michael Paige,Corporate,Lawrence,Massachusetts,East,1841
OT-18730,Olvera Toch,Consumer,Los Angeles,California,West,90045
SF-20200,Sarah Foster,Consumer,Marysville,Washington,West,98270
ZC-21910,Zuschuss Carroll,Consumer,Salem,Oregon,West,97301
CA-12265,Christina Anderson,Consumer,Chicago,Illinois,Central,60610
DJ-13630,Doug Jacobs,Consumer,New York City,New York,East,10024
JF-15355,Jay Fein,Consumer,Austin,Texas,Central,78745
PO-19195,Phillina Ober,Home Office,Naperville,Illinois,Central,60540
RF-19735,Roland Fjeld,Consumer,Trenton,Michigan,Central,48183
MC-18130,Mike Caudle,Corporate,Monroe,Louisiana,South,71203
AF-10885,Art Foster,Consumer,Louisville,Kentucky,South,40214
BK-11260,Berenike Kampe,Consumer,New York City,New York,East,10035
GP-14740,Guy Phonely,Corporate,Lancaster,Pennsylvania,East,17602
PM-19135,Peter McVee,Home Office,Detroit,Michigan,Central,48227
RP-19270,Rachel Payne,Corporate,Riverside,California,West,92503
JA-15970,Joseph Airdo,Consumer,Phoenix,Arizona,West,85023
TZ-21580,Tracy Zic,Consumer,Louisville,Colorado,West,80027
SL-20155,Sara Luxemburg,Home Office,Jacksonville,Florida,South,32216
KM-16225,Kalyca Meade,Corporate,New York City,New York,East,10011
HR-14770,Hallie Redmond,Home Office,Los Angeles,California,West,90045
MG-17650,Matthew Grinstein,Home Office,Philadelphia,Pennsylvania,East,19143
EH-14005,Erica Hernandez,Home Office,Denver,Colorado,West,80219
QJ-19255,Quincy Jones,Corporate,Saint Paul,Minnesota,Central,55106
BP-11290,Beth Paige,Consumer,Evanston,Illinois,Central,60201
JK-16120,Julie Kriz,Home Office,Aurora,Illinois,Central,60505
KM-16375,Katherine Murray,Home Office,Salem,Virginia,South,24153
ST-20530,Shui Tom,Consumer,Parma,Ohio,East,44134
BE-11455,Brad Eason,Home Office,Olathe,Kansas,Central,66062
CH-12070,Cathy Hwang,Home Office,Raleigh,North Carolina,South,27604
JD-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,60610
BF-11080,Bart Folk,Consumer,Baltimore,Maryland,East,21215
KF-16285,Karen Ferguson,Home Office,Manteca,California,West,95336
DB-13555,Dorothy Badders,Corporate,Jacksonville,Florida,South,32216
KN-16705,Kristina Nunn,Home Office,Fort Collins,Colorado,West,80525
CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,93727
GM-14695,Greg Maxwell,Corporate,Los Angeles,California,West,90036
KD-16615,Ken Dana,Corporate,Scottsdale,Arizona,West,85254
NL-18310,Nancy Lomonaco,Home Office,Los Angeles,California,West,90045
CA-11965,Carol Adams,Corporate,Hoover,Alabama,South,35244
AC-10660,Anna Chung,Consumer,Huntsville,Texas,Central,77340
JB-16045,Julia Barnett,Home Office,Columbus,Georgia,South,31907
EC-14050,Erin Creighton,Consumer,New York City,New York,East,10024
CM-11815,Candace McMahon,Corporate,Pasadena,Texas,Central,77506
TS-21505,Tony Sayre,Consumer,Columbia,Tennessee,South,38401
HJ-14875,Heather Jas,Home Office,Jacksonville,Florida,South,32216
MH-17455,Mark Hamilton,Consumer,Jacksonville,North Carolina,South,28540
MF-17665,Maureen Fritzler,Corporate,Toledo,Ohio,East,43615
KE-16420,Katrina Edelman,Corporate,Bristol,Tennessee,South,37620
CS-12175,Charles Sheldon,Corporate,Columbia,Tennessee,South,38401
EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,West,90049
ES-14080,Erin Smith,Corporate,Melbourne,Florida,South,32935
GM-14455,Gary Mitchum,Home Office,Houston,Texas,Central,77095
KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,Central,55407
DK-13090,Dave Kipp,Consumer,Seattle,Washington,West,98103
AD-10180,Alan Dominguez,Home Office,Houston,Texas,Central,77041
SP-20650,Stephanie Phelps,Corporate,San Jose,California,West,95123
RD-19900,Ruben Dartt,Consumer,Carlsbad,New Mexico,West,88220
DK-13150,David Kendrick,Corporate,Decatur,Illinois,Central,62521
DS-13180,David Smith,Corporate,Detroit,Michigan,Central,48227
FA-14230,Frank Atkinson,Corporate,Long Beach,California,West,90805
VB-21745,Victoria Brennan,Corporate,Columbus,Georgia,South,31907
JG-15115,Jack Garza,Consumer,Des Moines,Washington,West,98198
KC-16675,Kimberly Carter,Corporate,Seattle,Washington,West,98105
MG-18145,Mike Gockenbach,Consumer,Philadelphia,Pennsylvania,East,19134
DK-12985,Darren Koutras,Consumer,Henderson,Kentucky,South,42420
CA-12775,Cynthia Arntzen,Consumer,Tampa,Florida,South,33614
TG-21640,Trudy Glocke,Consumer,Long Beach,California,West,90805
ME-17725,Max Engle,Consumer,Aurora,Colorado,West,80013
CK-12325,Christine Kargatis,Home Office,Orem,Utah,West,84057
AG-10765,Anthony Garverick,Home Office,Philadelphia,Pennsylvania,East,19120
DL-12925,Daniel Lacy,Consumer,Oceanside,California,West,92054
BS-11800,Bryan Spruell,Home Office,New York City,New York,East,10011
FO-14305,Frank Olsen,Consumer,New York City,New York,East,10035
CC-12100,Chad Cunningham,Home Office,Columbus,Indiana,Central,47201
PM-18940,Paul MacIntyre,Consumer,Jackson,Michigan,Central,49201
SP-20620,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,19134
BG-11695,Brooke Gillingham,Corporate,Cincinnati,Ohio,East,45231
PF-19225,Phillip Flathmann,Consumer,San Francisco,California,West,94122
ND-18370,Natalie DeCherney,Consumer,Louisville,Kentucky,South,40214
AI-10855,Arianne Irving,Consumer,Philadelphia,Pennsylvania,East,19120
BS-11380,Bill Stewart,Corporate,Skokie,Illinois,Central,60076
KH-16330,Katharine Harms,Corporate,Bowling Green,Kentucky,South,42104
GW-14605,Giulietta Weimer,Consumer,Seattle,Washington,West,98115
DB-13660,Duane Benoit,Consumer,Oceanside,New York,East,11572
AC-10615,Ann Chong,Corporate,New York City,New York,East,10009
JH-15820,John Huston,Consumer,Kent,Ohio,East,44240
DK-13375,Dennis Kane,Consumer,Marion,Ohio,East,43302
BC-11125,Becky Castell,Home Office,Peoria,Arizona,West,85345
TB-21250,Tim Brockman,Consumer,New York City,New York,East,10024
MC-17635,Matthew Clasen,Corporate,Saint Louis,Missouri,Central,63116
MH-18025,Michelle Huthwaite,Consumer,Seattle,Washington,West,98115
SW-20350,Sean Wendt,Home Office,Detroit,Michigan,Central,48227
VM-21835,Vivian Mathis,Consumer,Newark,Delaware,East,19711
AH-10585,Angele Hood,Consumer,Chicago,Illinois,Central,60623
CG-12520,Claire Gute,Consumer,Henderson,Kentucky,South,42420
TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,19140
DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,47150
KD-16270,Karen Daniels,Consumer,Springfield,Virginia,South,22153
HM-14980,Henry MacAllister,Consumer,New York City,New York,East,10009
DB-13060,Dave Brooks,Consumer,Seattle,Washington,West,98115
MZ-17515,Mary Zewe,Corporate,Redlands,California,West,92374
DL-13315,Delfina Latchford,Consumer,New York City,New York,East,10024
RB-19360,Raymond Buch,Consumer,Auburn,New York,East,13021
BN-11515,Bradley Nguyen,Consumer,Los Angeles,California,West,90049
FP-14320,Frank Preis,Consumer,Los Angeles,California,West,90008
CK-12595,Clytie Kelty,Consumer,Grove City,Ohio,East,43123
SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,48126
MC-17845,Michael Chen,Consumer,Jackson,Mississippi,South,39212
SV-20365,Seth Vernon,Consumer,Dover,Delaware,East,19901
CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,71111
BV-11245,Benjamin Venier,Corporate,Des Moines,Iowa,Central,50315
EL-13735,Ed Ludwig,Home Office,Columbia,Maryland,East,21044
SE-20110,Sanjit Engle,Consumer,New York City,New York,East,10009
MW-18235,Mitch Willingham,Corporate,Virginia Beach,Virginia,South,23464
CM-12160,Charles McCrossin,Consumer,Brownsville,Texas,Central,78521
FH-14275,Frank Hawley,Corporate,La Porte,Indiana,Central,46350
BT-11530,Bradley Talbott,Home Office,Los Angeles,California,West,90036
LD-17005,Lisa DeCherney,Consumer,San Francisco,California,West,94109
ME-17320,Maria Etezadi,Home Office,Columbus,Georgia,South,31907
Co-12640,Corey-Lock,Consumer,Philadelphia,Pennsylvania,East,19143
TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,98105
AW-10840,Anthony Witt,Consumer,Allen,Texas,Central,75002
CC-12610,Corey Catlett,Corporate,Philadelphia,Pennsylvania,East,19134
PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,84106
BF-11005,Barry Franz,Home Office,Pasadena,California,West,91104
RS-19420,Ricardo Sperren,Corporate,Seattle,Washington,West,98115
HG-15025,Hunter Glantz,Consumer,Amarillo,Texas,Central,79109
TC-21295,Toby Carlisle,Consumer,San Diego,California,West,92024
RH-19555,Ritsa Hightower,Consumer,Tallahassee,Florida,South,32303
DM-13015,Darrin Martin,Consumer,Encinitas,California,West,92024
VF-21715,Vicky Freymann,Home Office,Columbus,Indiana,Central,47201
AY-10555,Andy Yotov,Corporate,Oceanside,California,West,92054
EB-14110,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,East,19134
JP-15460,Jennifer Patt,Corporate,Oceanside,New York,East,11572
PT-19090,Pete Takahito,Consumer,Houston,Texas,Central,77070
JL-15130,Jack Lebron,Consumer,Houston,Texas,Central,77036
DW-13195,David Wiener,Corporate,Houston,Texas,Central,77095
SJ-20215,Sarah Jordon,Consumer,Grand Prairie,Texas,Central,75051
CS-12490,Cindy Schnelling,Corporate,Conroe,Texas,Central,77301
DH-13675,Duane Huffman,Home Office,Quincy,Massachusetts,East,2169
DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,53142
BG-11035,Barry Gonzalez,Consumer,Monroe,Louisiana,South,71203
NR-18550,Nick Radford,Consumer,Aurora,Illinois,Central,60505
CS-11860,Cari Schnelling,Consumer,Jacksonville,North Carolina,South,28540
DM-13525,Don Miller,Corporate,Houston,Texas,Central,77070
IM-15055,Ionia McGrath,Consumer,Roseville,California,West,95661
CM-12715,Craig Molinari,Corporate,Huntsville,Texas,Central,77340
BD-11560,Brendan Dodson,Home Office,Fresno,California,West,93727
LW-17125,Liz Willingham,Consumer,Norwich,Connecticut,East,6360
JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,South,28110
SS-20515,Shirley Schmidt,Home Office,Louisville,Kentucky,South,40214
HE-14800,Harold Engle,Corporate,Chicago,Illinois,Central,60623
HD-14785,Harold Dahlen,Home Office,Philadelphia,Pennsylvania,East,19143
MG-18205,Mitch Gastineau,Corporate,Jacksonville,Florida,South,32216
TC-21145,Theresa Coyne,Corporate,Lakewood,New Jersey,East,8701
KS-16300,Karen Seio,Corporate,Lehi,Utah,West,84043
SS-20410,Shahid Shariari,Consumer,Los Angeles,California,West,90008
ML-18265,Muhammed Lee,Consumer,Seattle,Washington,West,98103
EM-14200,Evan Minnotte,Home Office,Virginia Beach,Virginia,South,23464
AB-10015,Aaron Bergman,Consumer,Seattle,Washington,West,98103
MH-17290,Marc Harrigan,Home Office,Los Angeles,California,West,90036
JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,Central,68104
TS-21655,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,53209
BP-11050,Barry Pond,Corporate,Cranston,Rhode Island,East,2920
MH-17440,Mark Haberlin,Corporate,New York City,New York,East,10035
CJ-11875,Carl Jackson,Corporate,Philadelphia,Pennsylvania,East,19140
AR-10345,Alex Russell,Corporate,Lawrence,Massachusetts,East,1841
FW-14395,Fred Wasserman,Corporate,Huntsville,Alabama,South,35810
LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East,19134
SB-20185,Sarah Brown,Consumer,Concord,New Hampshire,East,3301
AR-10570,Anemone Ratner,Consumer,Columbus,Georgia,South,31907
MF-18250,Monica Federle,Corporate,Los Angeles,California,West,90036
FC-14245,Frank Carlisle,Home Office,Lakewood,Ohio,East,44107
TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,East,19140
AO-10810,Anthony O'Donnell,Corporate,Los Angeles,California,West,90045
VP-21760,Victoria Pisteka,Corporate,San Francisco,California,West,94109
LD-16855,Lela Donovan,Corporate,Chicago,Illinois,Central,60653
DB-13360,Dennis Bolton,Home Office,New York City,New York,East,10009
JK-15325,Jason Klamczynski,Corporate,Dallas,Texas,Central,75220
DO-13645,Doug O'Connell,Consumer,Los Angeles,California,West,90036
TS-21430,Tom Stivers,Corporate,Los Angeles,California,West,90045
BW-11065,Barry Weirich,Consumer,Raleigh,North Carolina,South,27604
LC-16960,Lindsay Castell,Home Office,Arlington,Virginia,South,22204
RE-19405,Ricardo Emerson,Consumer,Kent,Ohio,East,44240
SM-20905,Susan MacKendrick,Consumer,Newark,Ohio,East,43055
RS-19870,Roy Skaria,Home Office,Burlington,Iowa,Central,52601
SC-20845,Sung Chung,Consumer,Arlington Heights,Illinois,Central,60004
